sim_time,cart_joint_position,pole_joint_position,cart_joint_velocity,pole_joint_velocity,control_input_0
3.098000000,0.001998334,-0.000181099,-0.001994295,0.000061762,0.002416513
3.118000000,0.001958861,-0.000179785,-0.001956869,0.000068886,0.002391922
3.138000000,0.001920131,-0.000178333,-0.001919852,0.000075520,0.002365281
3.158000000,0.001882137,-0.000176755,-0.001883302,0.000081546,0.002337960
3.178000000,0.001844869,-0.000175063,-0.001847212,0.000087072,0.002309347
3.198000000,0.001808317,-0.000173265,-0.001811597,0.000092127,0.002279462
3.218000000,0.001772472,-0.000171371,-0.001776483,0.000096690,0.002248789
3.238000000,0.001737324,-0.000169391,-0.001741865,0.000100834,0.002216959
3.258000000,0.001702863,-0.000167333,-0.001707777,0.000104501,0.002184791
3.278000000,0.001669077,-0.000165207,-0.001674214,0.000107761,0.002151971
3.298000000,0.001635957,-0.000163019,-0.001641184,0.000110632,0.002118623
3.318000000,0.001603492,-0.000160778,-0.001608688,0.000113147,0.002084697
3.338000000,0.001571671,-0.000158491,-0.001576738,0.000115299,0.002050516
3.358000000,0.001540482,-0.000156165,-0.001545334,0.000117118,0.002016096
3.378000000,0.001509916,-0.000153805,-0.001514476,0.000118631,0.001981405
3.398000000,0.001479961,-0.000151418,-0.001484153,0.000119896,0.001946159
3.418000000,0.001450606,-0.000149009,-0.001454385,0.000120863,0.001911262
3.438000000,0.001421841,-0.000146584,-0.001425177,0.000121521,0.001876306
3.458000000,0.001393653,-0.000144150,-0.001396543,0.000121837,0.001842619
3.478000000,0.001366032,-0.000141712,-0.001368440,0.000121966,0.001808847
3.498000000,0.001338967,-0.000139272,-0.001340848,0.000121979,0.001774732
3.518000000,0.001312449,-0.000136835,-0.001313806,0.000121736,0.001741154
3.538000000,0.001286465,-0.000134404,-0.001287284,0.000121347,0.001707360
3.558000000,0.001261006,-0.000131984,-0.001261297,0.000120743,0.001674582
3.578000000,0.001236062,-0.000129576,-0.001235792,0.000120116,0.001641215
3.598000000,0.001211622,-0.000127182,-0.001210811,0.000119297,0.001608196
3.618000000,0.001187675,-0.000124807,-0.001186361,0.000118260,0.001576852
3.638000000,0.001164213,-0.000122453,-0.001162387,0.000117176,0.001544981
3.658000000,0.001141224,-0.000120123,-0.001138912,0.000115955,0.001514078
3.678000000,0.001118699,-0.000117818,-0.001115920,0.000114636,0.001483742
3.698000000,0.001096630,-0.000115541,-0.001093395,0.000113254,0.001453761
3.718000000,0.001075005,-0.000113290,-0.001071315,0.000111869,0.001423631
3.738000000,0.001053817,-0.000111070,-0.001049720,0.000110323,0.001394867
3.758000000,0.001033056,-0.000108881,-0.001028567,0.000108744,0.001366459
3.778000000,0.001012714,-0.000106724,-0.001007850,0.000107133,0.001338464
3.798000000,0.000992781,-0.000104598,-0.000987544,0.000105554,0.001310325
