sim_time,cart_joint_position,pole_joint_position,cart_joint_velocity,pole_joint_velocity,control_input_0
3.498000000,-0.012192267,0.001232354,0.011994514,-0.001218256,-0.015321458
3.520000000,-0.011931463,0.001205890,0.011739048,-0.001190251,-0.015024943
3.540000000,-0.011699193,0.001182358,0.011511510,-0.001165515,-0.014734409
3.560000000,-0.011471424,0.001159313,0.011288359,-0.001141440,-0.014449703
3.580000000,-0.011248071,0.001136743,0.011069509,-0.001118000,-0.014170679
3.600000000,-0.011029049,0.001114636,0.010854875,-0.001095167,-0.013897195
3.620000000,-0.010814274,0.001092978,0.010644373,-0.001072919,-0.013629118
3.640000000,-0.010603664,0.001071759,0.010437924,-0.001051233,-0.013366316
3.660000000,-0.010397139,0.001050968,0.010235447,-0.001030087,-0.013108667
3.680000000,-0.010194621,0.001030594,0.010036867,-0.001009459,-0.012856049
3.700000000,-0.009996032,0.001010627,0.009842107,-0.000989331,-0.012608348
3.720000000,-0.009801298,0.000991057,0.009651094,-0.000969683,-0.012365453
3.740000000,-0.009610342,0.000971875,0.009463756,-0.000950498,-0.012127257
3.760000000,-0.009423094,0.000953072,0.009280022,-0.000931759,-0.011893657
3.780000000,-0.009239482,0.000934639,0.009099823,-0.000913450,-0.011664553
3.800000000,-0.009059435,0.000916568,0.008923092,-0.000895555,-0.011439851
3.820000000,-0.008882885,0.000898849,0.008749762,-0.000878061,-0.011219456
3.840000000,-0.008709765,0.000881477,0.008579769,-0.000860954,-0.011003279
3.860000000,-0.008540009,0.000864443,0.008413049,-0.000844220,-0.010791234
3.880000000,-0.008373552,0.000847739,0.008249540,-0.000827847,-0.010583235
3.900000000,-0.008210331,0.000831359,0.008089181,-0.000811825,-0.010379202
3.920000000,-0.008050282,0.000815295,0.007931912,-0.000796141,-0.010179054
3.940000000,-0.007893348,0.000799533,0.007777107,-0.000782801,-0.010080413
3.960000000,-0.007739512,0.000783910,0.007621893,-0.000781825,-0.010080413
3.980000000,-0.007588724,0.000768386,0.007474121,-0.000765317,-0.009439867
4.000000000,-0.007440818,0.000753336,0.007331085,-0.000742661,-0.009311223
