sim_time,cart_joint_position,pole_joint_position,cart_joint_velocity,pole_joint_velocity,control_input_0
2.806000000,0.002663782,-0.000177555,-0.002568011,-0.000107505,0.002482823
2.826000000,0.002612854,-0.000179538,-0.002528718,-0.000092332,0.002502909
2.846000000,0.002562714,-0.000181221,-0.002489178,-0.000077569,0.002518416
2.866000000,0.002513367,-0.000182615,-0.002449463,-0.000063264,0.002529583
2.886000000,0.002464815,-0.000183727,-0.002409640,-0.000049456,0.002536644
2.906000000,0.002417061,-0.000184569,-0.002369771,-0.000036177,0.002539836
2.926000000,0.002370104,-0.000185152,-0.002329916,-0.000023451,0.002539391
2.946000000,0.002323944,-0.000185486,-0.002290130,-0.000011297,0.002535536
2.966000000,0.002278578,-0.000185584,-0.002250465,0.000000272,0.002528495
2.986000000,0.002234003,-0.000185457,-0.002210967,0.000011248,0.002518486
3.006000000,0.002190216,-0.000185117,-0.002171681,0.000021628,0.002505722
3.026000000,0.002147213,-0.000184576,-0.002132649,0.000031411,0.002490407
3.046000000,0.002104986,-0.000183845,-0.002093906,0.000040601,0.002472741
3.066000000,0.002063531,-0.000182938,-0.002055488,0.000049204,0.002452915
3.086000000,0.002022841,-0.000181864,-0.002017426,0.000057231,0.002431113
3.106000000,0.001982907,-0.000180637,-0.001979747,0.000064691,0.002407511
3.126000000,0.001943723,-0.000179266,-0.001942478,0.000071599,0.002382278
3.146000000,0.001905280,-0.000177763,-0.001905641,0.000077970,0.002355575
3.166000000,0.001867568,-0.000176139,-0.001869257,0.000083819,0.002327555
3.186000000,0.001830578,-0.000174403,-0.001833343,0.000089165,0.002298363
3.206000000,0.001794302,-0.000172565,-0.001797916,0.000094025,0.002268137
3.226000000,0.001758729,-0.000170635,-0.001762989,0.000098419,0.002237006
3.246000000,0.001723848,-0.000168623,-0.001728575,0.000102366,0.002205094
3.266000000,0.001689651,-0.000166536,-0.001694682,0.000105886,0.002172515
3.286000000,0.001656125,-0.000164383,-0.001661319,0.000108999,0.002139378
3.306000000,0.001623260,-0.000162173,-0.001628493,0.000111725,0.002105784
3.326000000,0.001591047,-0.000159912,-0.001596209,0.000114083,0.002071828
3.346000000,0.001559472,-0.000157608,-0.001564470,0.000116095,0.002037597
3.366000000,0.001528527,-0.000155267,-0.001533279,0.000117778,0.002003175
3.386000000,0.001498199,-0.000152895,-0.001502637,0.000119152,0.001968636
3.406000000,0.001468479,-0.000150500,-0.001472545,0.000120237,0.001934050
3.424000000,0.001442240,-0.000148328,-0.001445930,0.000120981,0.001902938
3.446000000,0.001410813,-0.000145658,-0.001414002,0.000121609,0.001864995
3.466000000,0.001382847,-0.000143222,-0.001385548,0.000121932,0.001830639
3.486000000,0.001355444,-0.000140782,-0.001357635,0.000122035,0.001796465
3.506000000,0.001328594,-0.000138342,-0.001330257,0.000121933,0.001762519
3.526000000,0.001302285,-0.000135906,-0.001303411,0.000121644,0.001728842
3.546000000,0.001276507,-0.000133478,-0.001277091,0.000121181,0.001695470
3.566000000,0.001251250,-0.000131061,-0.001251292,0.000120559,0.001662437
3.586000000,0.001226503,-0.000128658,-0.001226007,0.000119790,0.001629772
3.606000000,0.001202256,-0.000126272,-0.001201229,0.000118889,0.001597503
3.626000000,0.001178499,-0.000123906,-0.001176951,0.000117868,0.001565651
3.646000000,0.001155223,-0.000121560,-0.001153167,0.000116737,0.001534237
3.666000000,0.001132416,-0.000119239,-0.001129869,0.000115508,0.001503278
3.686000000,0.001110071,-0.000116943,-0.001107048,0.000114191,0.001472790
3.706000000,0.001088177,-0.000114675,-0.001084698,0.000112797,0.001442786
3.726000000,0.001066724,-0.000112435,-0.001062809,0.000111334,0.001413274
3.746000000,0.001045704,-0.000110225,-0.001041375,0.000109811,0.001384265
3.766000000,0.001025109,-0.000108046,-0.001020385,0.000108235,0.001355763
3.786000000,0.001004928,-0.000105899,-0.000999833,0.000106616,0.001327775
3.806000000,0.000985153,-0.000103785,-0.000979710,0.000104959,0.001300303
3.826000000,0.000965776,-0.000101704,-0.000960008,0.000103271,0.001273349
3.846000000,0.000946789,-0.000099657,-0.000940717,0.000101558,0.001246913
3.866000000,0.000928183,-0.000097645,-0.000921831,0.000099826,0.001220995
3.886000000,0.000909950,-0.000095668,-0.000903340,0.000098081,0.001195593
3.906000000,0.000892083,-0.000093726,-0.000885237,0.000096326,0.001170703
3.926000000,0.000874574,-0.000091818,-0.000867513,0.000094566,0.001146323
3.946000000,0.000857415,-0.000089946,-0.000850160,0.000092805,0.001122447
3.966000000,0.000840600,-0.000088110,-0.000833171,0.000091048,0.001099071
3.986000000,0.000824120,-0.000086308,-0.000816537,0.000089296,0.001076188
